,大江大河2定档1220,人类一败涂地进不去,毛衣如何穿出时髦感,四川最硬气耙耳朵,狗子从鳄鱼嘴里逃脱被收编成警犬,有翡原音,金在中身材,名侦探学院,英国议员夺走女王权杖抗议,戚薇雾莲仙女裙,黄多多短发,微博之夜投票,黄子韬怒斥偷拍者,上万只乌鸦遮天蔽日侵袭加拿大,义乌市图书馆停用制热空调,安徽一批国产鸡腿外包装核酸阳性,BLACKPINK演唱会延期,一只小动物从嫦五返回器前跑过,巴西将使用中国新冠疫苗,追光吧哥哥不做成团出道,广东药科大学失联男生已离世,39岁全智贤状态,王自健前妻发文,劳斯莱斯回应拼多多122万元补贴,川航确诊飞行员在江油密接均为阴性,狗仔镜头下的关晓彤,小黑瓶开启圣诞季,幻书启世录书化人形,邓超对孙俪的字佩服得五体投地,一加七周年,汽车红人创造营,心愿2010vs2020,超级亲子节,星战中国话,微博之夜,百县千红新农人,杨幂的宝藏,重庆又一冻库牛肉外包装核酸呈阳性,李嘉欣,YSL夜皇后精华,欧豪两副面孔,教育视频星计划,皆大欢洗告别2020,Jinjiao加入SN,男子扯掉并脚踢国旗被依法行拘,国博首部解谜书,奇葩说前传之千人奇葩捞,用心只做一件事,美爆了的圣诞礼物,义乌限电晚上关闭所有路灯,松鼠的起床气有多大,还以为进了青青草原,周冬雨冷艳红唇大片,日本出售3D仿真人脸面具,王一博有翡老年妆,蔡琳高梓淇离婚,从嫦五返回器前跑过的是兔子,月球上的土有啥用,听起来像日文名的中文名,中国盲盒出口增速超400%,CPA,王祖蓝二胎得女,微信被上海消保委点名
10,0.0,0.0,289453.0,325787.0,329631.0,346222.5,402898.0,403715.5,405263.0,406375.5,407741.0,396454.5,409990.0,411984.0,409464.5,520157.5,528675.0,591760.0,592214.5,593645.0,871918.0,1063968.0,781502.0,1317127.5,1445915.5,3679993.5,0.0,0.0,808303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684572.5,142506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,144466.5,324104.5,325337.5,342621.0,395553.5,397314.0,399030.5,400493.5,401725.5,390724.5,407989.0,405017.0,402837.5,513273.0,516755.0,585476.0,587979.0,593465.5,858481.0,1056519.0,565335.0,1384569.0,1427058.5,3691272.5,0.0,0.0,1079516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706275.5,289858.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,322888.5,323158.0,340796.5,388480.5,390816.5,392077.0,394501.0,395787.5,388034.0,406942.0,402528.5,396377.0,507490.0,506001.5,587608.5,587039.0,589631.0,847819.5,1051615.0,558429.0,1379134.5,1417617.5,3707990.0,0.0,0.0,1170120.0,0.0,0.0,0.0,0.0,0.0,572664.5,686494.5,706275.5,147352.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,320659.0,320617.5,340028.0,385230.5,386351.0,386877.5,388154.5,389017.5,384995.0,405557.5,400486.5,389227.5,501966.0,494855.5,588445.0,587948.0,590448.0,836673.5,1045984.5,564388.5,1699968.0,1938062.0,3710247.0,0.0,0.0,1451321.5,1114120.0,726820.0,0.0,0.0,0.0,572664.5,686494.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,320860.0,159524.5,339690.5,372042.0,369299.0,376631.5,382665.5,383030.0,382323.0,405802.5,399736.0,382408.0,499083.5,490153.5,587982.0,588785.0,595662.5,835316.0,1045661.5,574087.5,2029342.0,2252866.5,3732398.5,0.0,0.0,1748350.0,1114120.0,726820.0,0.0,0.0,1010311.5,0.0,0.0,0.0,162279.0,169210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,321162.5,0.0,340092.5,373375.5,373066.0,377942.5,386166.5,386467.0,386577.5,404943.0,399556.5,376868.0,495389.5,487682.0,588204.0,586559.0,590121.5,834707.5,1044673.5,577948.5,1974395.0,2272939.5,3748849.0,0.0,0.0,1852390.0,0.0,0.0,0.0,0.0,1010311.5,0.0,0.0,1117716.5,321934.0,359749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,159976.0,0.0,340124.5,380804.0,384107.5,380385.0,386236.5,386604.0,384516.0,403858.5,398688.5,373278.5,490678.5,482010.5,590448.5,588421.5,588077.5,834717.5,1044326.0,568722.0,1941678.5,2560535.5,3758993.0,0.0,0.0,1948991.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117716.5,351398.0,377214.0,1039454.5,726553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,338584.5,373923.0,383182.0,376168.5,386438.5,387472.5,385368.0,403716.0,398563.0,366110.5,487668.0,476256.5,589336.0,590360.0,592512.5,840944.5,1043727.0,546444.5,1943073.5,2443560.5,3767964.5,0.0,0.0,2043504.0,1081887.0,807159.5,0.0,0.0,0.0,0.0,0.0,0.0,372913.5,353906.5,1039454.5,726553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,163092.0,0.0,335741.0,371967.0,383182.0,377410.0,384449.0,385292.0,385440.0,402204.0,400804.5,360118.5,486778.5,469384.5,587960.0,588912.0,591315.0,846135.5,1037098.5,544358.0,1951387.0,2230625.0,3757548.0,0.0,0.0,2123327.0,1081887.0,807159.5,0.0,0.0,0.0,0.0,0.0,0.0,359634.5,167231.5,0.0,0.0,852320.5,1094846.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,325543.5,0.0,332981.5,370313.0,375034.5,373422.5,376129.0,376817.5,377243.5,400184.0,402785.5,355106.5,489226.5,462178.5,589543.0,584398.0,583731.5,850180.5,1025700.5,545871.5,1961833.5,2333396.5,3739047.0,0.0,0.0,2184072.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173296.0,360316.5,0.0,0.0,0.0,852320.5,1094846.5,162857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,327001.0,0.0,331616.5,370714.5,373694.0,369011.5,374857.5,375885.0,376239.5,399437.5,401282.0,345781.0,492596.5,455568.5,587040.5,578549.5,575979.0,854869.5,1015917.0,557215.5,1973343.0,2562189.5,3727790.0,891940.0,1207981.5,2231365.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173296.0,368733.0,0.0,0.0,0.0,0.0,0.0,162857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,330015.0,0.0,328910.0,370021.5,373157.5,365149.5,379933.0,380407.5,378176.0,399759.5,402279.0,337950.0,494526.5,449933.0,584532.5,576683.0,574370.5,861973.0,1011514.5,560729.0,1992417.0,2663522.0,3731033.0,891940.0,1207981.5,2278979.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249380.5,379706.0,0.0,0.0,0.0,0.0,0.0,160062.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,332066.5,0.0,324574.5,371564.5,379658.5,360316.0,387034.0,388422.0,383019.5,397593.0,405575.0,329514.0,493044.5,444438.5,586490.5,577589.5,572737.5,867161.0,1006353.0,552953.5,2016566.5,2823220.0,3727361.0,0.0,0.0,2319389.0,0.0,0.0,1189052.0,657066.5,0.0,0.0,0.0,1249380.5,392352.5,0.0,0.0,0.0,0.0,0.0,160062.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,333230.0,0.0,322816.5,373687.0,388939.0,354320.0,389801.0,391208.5,387322.0,394401.5,408213.0,162597.5,487516.5,438713.0,590906.5,578093.0,570027.0,867218.0,1000964.5,551586.0,2053915.0,2712647.5,3723575.0,922861.5,1195363.0,2344017.0,0.0,0.0,1189052.0,657066.5,0.0,0.0,0.0,0.0,405718.5,0.0,0.0,0.0,0.0,0.0,0.0,163111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,333145.5,0.0,321280.5,380430.5,390525.0,346361.5,390792.0,391065.5,390860.0,390715.0,409734.0,0.0,477536.5,433073.5,594114.5,573271.0,566294.5,863472.0,996476.0,544018.0,2083829.0,2412203.5,3710542.0,922861.5,1195363.0,2322259.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167578.0,420219.5,0.0,0.0,0.0,0.0,0.0,159166.5,330773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,332450.5,0.0,160150.0,387443.0,389043.0,337368.0,389862.0,390490.0,392076.0,385816.0,410440.5,0.0,463919.0,427913.0,594148.5,567296.5,562327.5,856642.5,992461.0,527727.0,2101543.5,2435365.0,3690006.0,0.0,0.0,2273928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167578.0,424961.0,0.0,0.0,0.0,0.0,0.0,317801.0,341437.5,1199427.5,913668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,329702.0,0.0,0.0,381141.0,384492.5,327399.5,387050.0,389819.5,391032.5,379532.5,408740.5,0.0,435666.5,422494.5,592732.5,560880.5,555309.5,845886.5,984608.5,527618.5,2109422.0,2588470.0,3663986.0,0.0,0.0,2240015.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448845.0,0.0,0.0,0.0,0.0,0.0,318183.0,350544.0,1199427.5,913668.0,920213.0,1228320.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,328150.5,0.0,0.0,377188.5,382132.5,319728.5,385657.0,389719.0,390614.0,374686.0,405426.5,0.0,413588.5,419205.0,593531.0,558525.5,549960.0,837749.0,981435.5,542597.5,2123871.5,2655628.5,3651945.0,0.0,0.0,2238696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487806.5,0.0,0.0,0.0,0.0,0.0,323783.5,360214.5,1238510.0,923711.5,920213.0,1228320.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,328111.0,0.0,0.0,377269.0,381641.5,158578.0,385292.5,388869.5,392166.0,370493.0,403700.0,0.0,412614.5,417254.0,595001.0,553053.0,546728.5,833130.0,983618.0,537016.0,2142931.5,2537029.0,3653933.5,0.0,0.0,2253286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507730.5,0.0,1139881.0,754471.5,0.0,0.0,331507.5,371079.5,1238510.0,923711.5,0.0,0.0,165835.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,325633.5,0.0,0.0,376435.5,384113.5,0.0,386152.0,388791.5,392717.0,364633.5,403759.0,0.0,412296.5,414797.0,596741.5,552313.5,541697.0,828144.5,985929.0,535532.0,2163797.0,2500107.0,3652723.0,0.0,0.0,2261168.5,1197618.5,874510.5,0.0,0.0,0.0,0.0,0.0,0.0,524999.0,0.0,1139881.0,754471.5,0.0,0.0,339540.0,380737.5,0.0,0.0,0.0,0.0,344892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,322493.5,0.0,0.0,376641.5,390390.5,0.0,390945.5,391952.0,388851.0,356601.0,399746.0,0.0,407155.0,412377.5,591976.5,550795.0,535118.5,820970.0,979869.5,521892.5,2181068.5,2453768.0,3636582.0,0.0,0.0,2257069.0,1197618.5,874510.5,1127846.5,667951.5,0.0,0.0,0.0,0.0,497576.5,0.0,0.0,0.0,0.0,0.0,346863.5,391389.0,0.0,0.0,0.0,0.0,373789.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,321304.0,0.0,148427.5,376837.5,392644.0,0.0,394624.0,394973.5,383790.0,349055.0,394553.0,0.0,399428.0,407482.5,588903.0,539752.5,528835.5,813430.5,972151.0,500315.5,2192310.0,2473305.5,3623396.5,0.0,0.0,2255381.0,0.0,0.0,1127846.5,667951.5,1167835.5,0.0,0.0,0.0,465422.0,0.0,0.0,0.0,0.0,0.0,351236.0,402031.5,0.0,0.0,0.0,0.0,401250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,322070.5,0.0,295842.0,376548.0,390889.0,142739.5,392515.5,392673.5,380153.0,341983.5,391748.5,0.0,391737.0,405203.0,588049.0,531428.0,526190.0,808140.5,971142.5,504285.0,2204421.5,2560064.5,3615581.0,0.0,0.0,2263111.5,0.0,0.0,0.0,0.0,1167835.5,0.0,0.0,0.0,476550.5,0.0,0.0,0.0,0.0,0.0,353851.5,413430.5,0.0,0.0,0.0,0.0,418846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,323351.5,0.0,294286.5,376736.0,385759.5,283428.5,386004.5,386901.0,376354.0,335045.5,387819.0,0.0,384042.0,405682.0,583144.5,528847.0,526632.5,807045.0,969995.5,500816.0,2219769.0,2578033.5,3609960.5,0.0,0.0,2271051.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481207.0,0.0,0.0,0.0,0.0,0.0,356557.0,427706.5,0.0,0.0,0.0,0.0,430474.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,324448.0,0.0,146872.0,375726.0,378711.5,140689.0,379228.5,380698.0,372698.0,329067.5,381866.5,0.0,376340.0,402151.5,583953.0,528323.0,524913.5,805305.5,967349.5,502069.5,2236397.5,2745703.0,3605958.5,0.0,0.0,2287096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497855.0,0.0,0.0,0.0,942308.0,1393767.0,360301.5,443267.0,0.0,0.0,0.0,0.0,442753.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,326944.0,0.0,0.0,374172.5,380131.0,0.0,380908.0,381722.5,371799.5,162991.5,382325.0,0.0,369108.0,399392.5,587099.5,541791.5,524494.5,806202.5,968355.5,517620.0,2260598.0,2705123.5,3605155.5,0.0,0.0,2318477.0,0.0,0.0,0.0,0.0,0.0,858445.0,1202189.5,0.0,516116.0,0.0,0.0,0.0,942308.0,1393767.0,365234.5,457768.0,0.0,0.0,0.0,0.0,456995.5,163146.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,329483.0,0.0,0.0,370446.5,377490.5,159960.0,377942.5,378487.5,371138.5,0.0,379069.5,0.0,362176.0,397386.5,587007.5,546701.5,528091.0,808474.0,971197.5,516870.5,2277014.0,2703953.5,3610025.5,0.0,0.0,2349873.0,0.0,0.0,0.0,0.0,0.0,858445.0,1202189.5,0.0,512637.0,0.0,0.0,0.0,0.0,0.0,368245.0,471801.5,0.0,0.0,0.0,0.0,469921.5,332518.5,166098.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,164990.5,0.0,0.0,366018.0,368908.0,159960.0,369160.5,370241.5,367022.0,0.0,370919.0,0.0,354219.5,393319.0,585453.5,546491.5,530346.5,806022.0,969965.0,518593.0,2270812.5,2652257.5,3602265.5,0.0,0.0,2370435.5,0.0,0.0,0.0,0.0,0.0,854380.0,1201074.5,0.0,515714.0,0.0,0.0,0.0,0.0,0.0,365735.5,483896.5,0.0,0.0,0.0,0.0,477284.0,343752.5,332397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,361937.5,364651.0,0.0,365285.5,366831.0,360631.5,0.0,367608.5,0.0,345343.0,387448.0,583657.5,547598.5,528373.0,798558.0,962695.0,518635.5,2247205.0,2679843.5,3569384.0,0.0,0.0,2373691.0,1302289.0,885008.0,0.0,0.0,0.0,854380.0,1201074.5,0.0,514470.0,0.0,0.0,0.0,0.0,0.0,359244.0,492623.0,0.0,0.0,0.0,0.0,479326.0,352166.5,332516.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,162750.5,0.0,0.0,357696.0,366892.5,153808.5,368057.0,368875.5,355628.0,0.0,369480.5,0.0,337178.0,381629.5,581185.0,539827.0,523764.0,791446.0,955137.5,514897.5,2230918.5,2880023.0,3541798.5,0.0,0.0,2374224.5,1302289.0,885008.0,0.0,0.0,0.0,0.0,0.0,0.0,509747.5,0.0,0.0,0.0,0.0,0.0,353203.0,501862.5,0.0,0.0,0.0,0.0,480890.0,358961.5,331201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,162750.5,0.0,0.0,355487.0,370487.5,153808.5,372412.5,372482.0,351192.0,0.0,373012.0,0.0,340537.5,377408.0,578268.5,534744.5,522544.0,791389.5,950353.5,518904.5,2236389.5,2730328.0,3537915.5,0.0,0.0,2388605.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517528.5,0.0,1210521.0,763993.5,0.0,0.0,349453.5,514344.0,0.0,0.0,0.0,0.0,480242.0,366415.5,345184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,352530.0,365795.0,0.0,383324.0,388113.5,347603.5,0.0,403534.5,0.0,344897.5,411166.0,573313.5,534020.0,521535.5,789344.0,942716.0,525738.0,2228586.0,2765369.0,3515032.5,0.0,0.0,2389644.5,0.0,0.0,1208034.0,661427.0,0.0,0.0,0.0,0.0,523386.0,0.0,1210521.0,763993.5,0.0,0.0,173725.5,525300.0,0.0,0.0,0.0,0.0,472840.0,373868.0,368334.5,170561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,349919.0,361125.5,0.0,397323.0,412492.5,347719.0,0.0,433829.5,0.0,345446.0,450661.0,566424.5,544874.0,520199.0,786688.0,939162.5,535085.5,2220710.0,2715671.0,3496479.5,0.0,0.0,2384239.0,0.0,0.0,1208034.0,661427.0,0.0,0.0,0.0,0.0,528536.5,0.0,0.0,0.0,0.0,0.0,169498.5,536523.5,0.0,0.0,0.0,0.0,468022.5,383966.0,383540.0,350626.0,164087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
